requirement_id,id_number,summary,text,context,verification,actor,conformance,conditional,source
REQ-096,96,US Core Problem or Health Concern ValueSet must include problem-list-item code,"""Include these codes as defined in [http://terminology.hl7.org/CodeSystem/condition-category](http://terminology.hl7.org/5.5.0/CodeSystem-condition-category.html)"" with code ""problem-list-item""","The US Core Problem or Health Concern ValueSet defines category codes for US Core Condition Problems and Health Concerns Profile, requiring inclusion of specific standardized codes from the HL7 condition category code system",Test,"Implementation system implementing US Core Problem or Health Concern ValueSet, SHALL include required codes",SHALL,False,Section 14.191.1 Logical Definition (CLD)
REQ-097,97,US Core Problem or Health Concern ValueSet must include health-concern code,"""Include these codes as defined in [http://hl7.org/fhir/us/core/CodeSystem/condition-category](CodeSystem-condition-category.html)"" with code ""health-concern""","The US Core Problem or Health Concern ValueSet defines category codes for US Core Condition Problems and Health Concerns Profile, requiring inclusion of specific codes from the US Core condition category extension code system",Test,"Implementation system implementing US Core Problem or Health Concern ValueSet, SHALL include required codes",SHALL,False,Section 14.191.1 Logical Definition (CLD)
REQ-098,98,Include all CPT codes in US Core Procedure Codes ValueSet,"""Include all codes defined in http://www.ama-assn.org/go/cpt""","The US Core Procedure Codes ValueSet defines the set of codes that can be used to indicate the type of procedure performed, and must include the complete CPT code system",Test,"ValueSet implementer, SHALL include all CPT codes",SHALL,False,Section 14.192.1 Logical Definition
REQ-099,99,Include SNOMED CT procedure codes in US Core Procedure Codes ValueSet,"""Include codes from http://snomed.info/sct where concept is-a 71388002 (Procedure)""",The US Core Procedure Codes ValueSet must include SNOMED CT codes that are descendants of the Procedure concept to support comprehensive procedure coding,Test,"ValueSet implementer, SHALL include SNOMED CT procedure codes",SHALL,False,Section 14.192.1 Logical Definition
REQ-100,100,Include all HCPCS Level II codes in US Core Procedure Codes ValueSet,"""Include all codes defined in https://www.cms.gov/Medicare/Coding/HCPCSReleaseCodeSets""",The US Core Procedure Codes ValueSet must include the complete HCPCS Level II Alphanumeric Codes code system for comprehensive procedure coverage,Test,"ValueSet implementer, SHALL include all HCPCS Level II codes",SHALL,False,Section 14.192.1 Logical Definition
REQ-101,101,Include all ICD-10-PCS codes in US Core Procedure Codes ValueSet,"""Include all codes defined in http://www.cms.gov/Medicare/Coding/ICD10""",The US Core Procedure Codes ValueSet must include the complete ICD-10-PCS code system to support procedure coding requirements,Test,"ValueSet implementer, SHALL include all ICD-10-PCS codes",SHALL,False,Section 14.192.1 Logical Definition
REQ-102,102,Include all CDT codes in US Core Procedure Codes ValueSet,"""Include all codes defined in http://www.ada.org/cdt""",The US Core Procedure Codes ValueSet must include the complete Code on Dental Procedures and Nomenclature (CDT) code system for dental procedure coverage,Test,"ValueSet implementer, SHALL include all CDT codes",SHALL,False,Section 14.192.1 Logical Definition
REQ-103,103,Include all LOINC codes in US Core Procedure Codes ValueSet,"""Include all codes defined in http://loinc.org""",The US Core Procedure Codes ValueSet must include the complete LOINC code system to support procedure-related observations and measurements,Test,"ValueSet implementer, SHALL include all LOINC codes",SHALL,False,Section 14.192.1 Logical Definition
REQ-104,104,ValueSet must include specified SNOMED CT code for no current problems,"""Include these codes as defined in [http://snomed.info/sct](http://www.snomed.org/) Code Display [160245001](http://snomed.info/id/160245001) No current problems or disability""","The US Core Condition Codes ValueSet defines codes for representing patient conditions, including a specific code to indicate when a patient has no current problems or disabilities",Test,"Implementation system, SHALL, unconditional",SHALL,False,Section 14.182.1 Logical Definition (CLD)
REQ-105,105,ValueSet must include SNOMED CT Clinical finding codes,"""Include codes from[http://snomed.info/sct](http://www.snomed.org/) where concept is-a 404684003 (Clinical finding (finding))""",The ValueSet must encompass all SNOMED CT codes that are subtypes of Clinical finding to provide comprehensive condition coding options,Test,"Implementation system, SHALL, unconditional",SHALL,False,Section 14.182.1 Logical Definition (CLD)
REQ-106,106,ValueSet must include SNOMED CT Context-dependent categories codes,"""Include codes from[http://snomed.info/sct](http://www.snomed.org/) where concept is-a 243796009 (Context-dependent categories)""",The ValueSet must include SNOMED CT codes for context-dependent categories to support conditional or situational condition coding,Test,"Implementation system, SHALL, unconditional",SHALL,False,Section 14.182.1 Logical Definition (CLD)
REQ-107,107,ValueSet must include SNOMED CT Events codes,"""Include codes from[http://snomed.info/sct](http://www.snomed.org/) where concept is-a 272379006 (Events)""",The ValueSet must include SNOMED CT codes for events to support event-based condition coding,Test,"Implementation system, SHALL, unconditional",SHALL,False,Section 14.182.1 Logical Definition (CLD)
REQ-108,108,ValueSet must include all ICD-10-CM codes,"""Include all codes defined in [http://hl7.org/fhir/sid/icd-10-cm](http://terminology.hl7.org/5.5.0/CodeSystem-icd10CM.html)""",The ValueSet must include the complete ICD-10-CM code system for comprehensive diagnosis coding support,Test,"Implementation system, SHALL, unconditional",SHALL,False,Section 14.182.1 Logical Definition (CLD)
REQ-109,109,ValueSet must include all ICD-9-CM codes from updated code system,"""Added:Include all codes defined in [http://terminology.hl7.org/CodeSystem/icd9cm](http://terminology.hl7.org/5.5.0/CodeSystem-icd9cm.html)""",The ValueSet was updated to include ICD-9-CM codes from the new terminology code system URL for historical condition coding support,Test,"Implementation system, SHALL, unconditional",SHALL,False,Section 14.182.1 Logical Definition (CLD)
REQ-110,110,Servers may optionally support additional resources for Patient Data Feed,"""Servers may support any subset of these resources and filters based on their capabilities and use cases.""","Patient Data Feed implementation may include additional resources beyond the required set, allowing servers flexibility in determining which optional resources to support based on their specific capabilities and use cases.",Test,"Servers implementing Patient Data Feed, MAY conformance level",MAY,True,Section 12.4.2 Overview
REQ-111,111,UDI Device Identifier must identify labeler and device model,"""The device identifier (DI), a mandatory, fixed portion of a UDI that identifies the labeler and the specific version or model of a device.""","Within the USCoreImplantableDeviceProfile UDI mapping specification, the deviceIdentifier element maps to UDI requirements for device identification",Test,System implementing USCoreImplantableDeviceProfile,MANDATORY,False,Section 14.135.3 Mappings for UDI Mapping
REQ-112,112,UDI manufacture date must be converted to FHIR datetime format,"""The date a specific device was manufactured - which is a component of the production identifier (PI), a conditional, variable portion of a UDI. For FHIR, The datetime syntax must converted to YYYY-MM-DD[THH:MM:SS]. If hour is present, the minutes and seconds should both be set to '00'.""","Within the USCoreImplantableDeviceProfile UDI mapping specification, the manufactureDate element requires specific datetime format conversion",Test,System implementing USCoreImplantableDeviceProfile,MUST,False,Section 14.135.3 Mappings for UDI Mapping
REQ-113,113,UDI expiration date must be converted to FHIR datetime format,"""the expiration date of a specific device - which is a component of the production identifier (PI), a conditional, variable portion of a UDI. For FHIR, The datetime syntax must converted to YYYY-MM-DD[THH:MM:SS]. If hour is present, the minutes and seconds should both be set to '00'.""","Within the USCoreImplantableDeviceProfile UDI mapping specification, the expirationDate element requires specific datetime format conversion",Test,System implementing USCoreImplantableDeviceProfile,MUST,False,Section 14.135.3 Mappings for UDI Mapping
